gender,seniorcitizen,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
1,0,0,0,1,2,1,2,2,0,2,2,2,32,0,1,1,108.15,0.5071889153854106,1
1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,2,55.3,-0.9594285154742931,0
1,1,1,0,0,1,0,2,2,0,0,2,2,69,2,0,1,56.55,0.7364961003712964,0
1,0,0,0,1,0,1,0,0,0,0,2,0,6,0,1,1,80.5,-0.8030716778427435,1
0,0,1,1,1,0,2,1,1,1,1,1,1,24,2,1,3,19.7,-0.7893948664246339,0
0,0,0,0,1,2,1,0,2,2,0,2,2,32,1,1,1,104.05,0.5001078565705506,0
0,0,0,0,1,0,0,2,2,0,0,0,0,27,2,0,0,52.85,-0.34617793898486293,0
0,1,1,0,1,2,1,2,0,0,2,2,2,27,0,1,0,104.3,0.2578518194839707,1
1,0,0,0,1,2,1,0,0,0,2,0,0,58,0,0,0,80.65,1.113579026792531,0
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,71.35,-0.9758848079225346,1
0,0,1,1,1,2,2,1,1,1,1,1,1,18,2,1,1,24.65,-0.7994098218824109,0
0,0,1,1,1,0,2,1,1,1,1,1,1,47,2,1,0,21.3,-0.5477344324159393,0
0,0,1,1,1,2,1,0,2,2,2,2,2,70,2,1,2,110.2,2.385279835570918,0
0,0,0,0,1,2,1,0,2,2,2,0,0,13,0,0,2,89.4,-0.5077849074511064,1
0,0,1,1,1,0,0,2,0,0,0,0,0,36,0,0,1,51.05,-0.2066082844003801,0
1,0,0,0,1,0,2,1,1,1,1,1,1,67,2,1,3,19.8,-0.428834410571406,0
0,0,0,0,1,0,2,1,1,1,1,1,1,10,0,1,3,19.9,-0.9193686936431851,0
1,1,0,0,1,0,1,2,0,0,0,0,2,19,0,1,2,87.3,-0.2850072969487051,0
0,0,1,1,1,0,2,1,1,1,1,1,1,71,2,0,0,19.85,-0.42219453922164635,0
1,0,1,1,1,2,0,2,2,2,2,2,2,72,2,1,3,89.4,1.8058903970279365,0
0,0,1,1,1,0,2,1,1,1,1,1,1,48,2,0,3,20.0,-0.594456184970062,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,20.05,-0.9985177248821804,0
1,0,1,1,1,0,0,2,0,2,2,2,2,18,0,0,2,83.25,-0.29654434916107814,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,20.6,-0.9982750717763753,1
1,1,1,0,1,2,1,0,2,0,2,2,2,67,2,0,0,102.9,2.0764044912541912,0
1,0,1,1,0,1,0,2,0,2,2,0,0,69,2,0,3,39.1,0.21891702568886837,0
1,0,0,0,1,2,1,0,2,0,0,2,2,19,0,1,2,99.95,-0.15509964784991895,1
1,1,1,0,1,2,1,2,2,2,2,2,2,72,2,1,3,114.5,2.6685883662850816,0
0,1,0,0,1,0,2,1,1,1,1,1,1,38,2,0,3,20.2,-0.6826936779901239,0
1,1,1,0,1,0,0,0,0,0,0,0,2,40,1,0,2,55.8,-1.9449390509879056e-07,0
0,0,1,1,1,2,2,1,1,1,1,1,1,61,2,1,3,24.2,-0.3697594089944745,0
0,0,0,0,1,2,1,0,2,0,0,0,0,10,0,1,1,81.0,-0.6464501277321336,1
1,0,1,0,1,2,0,2,0,0,2,2,0,32,1,1,1,72.8,0.021948881894835296,0
0,0,0,0,1,2,1,0,2,0,0,2,2,21,0,1,1,99.85,-0.12827544997182017,0
0,1,0,0,1,2,1,0,0,2,0,2,2,59,1,1,2,99.5,1.5912306358833808,0
0,1,1,0,1,0,1,0,0,0,0,0,0,13,0,1,2,70.15,-0.602904924926733,1
0,0,0,0,1,0,2,1,1,1,1,1,1,47,2,0,1,20.25,-0.5530286819971431,0
1,0,1,1,1,2,2,1,1,1,1,1,1,69,2,1,0,26.0,-0.2147481931314808,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,1,19.9,-0.9924955159835613,0
0,0,1,1,1,0,2,1,1,1,1,1,1,22,0,0,0,19.05,-0.8070423650286462,0
1,1,1,0,1,2,1,2,0,2,0,2,0,15,0,1,2,96.5,-0.3931202852715359,0
0,0,0,0,1,0,2,1,1,1,1,1,1,53,2,0,1,19.85,-0.5442931701881569,0
0,1,1,0,1,2,2,1,1,1,1,1,1,28,0,0,3,25.7,-0.6832672216947544,0
1,0,0,0,1,0,2,1,1,1,1,1,1,22,1,0,3,20.3,-0.7977553688882847,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,70.15,-0.976414232880655,1
1,1,1,0,1,0,1,0,0,2,2,0,2,16,0,1,2,91.55,-0.3279127779297102,0
0,0,1,1,0,1,0,2,2,0,2,0,0,48,2,0,3,39.4,-0.1344079557367144,0
1,1,1,0,1,2,1,2,2,2,2,2,0,30,0,1,0,105.7,0.3964067428987229,0
0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,2,70.25,-0.9060227728239008,0
1,1,0,0,1,2,1,2,0,0,2,0,2,57,2,0,2,93.75,1.474558610737604,0
0,1,1,0,1,2,1,2,2,0,0,0,2,68,1,1,1,96.55,1.8964882429862848,1
0,0,1,0,1,0,0,0,0,0,2,2,0,23,1,0,0,60.0,-0.4130178399475598,0
0,0,1,0,1,0,0,0,0,0,2,2,0,65,2,1,1,59.8,0.6727665710375565,0
1,0,1,0,1,0,1,0,0,0,0,2,2,44,1,1,0,90.65,0.745981630870953,0
0,0,1,1,1,2,1,2,2,2,0,2,2,71,2,1,0,109.0,2.3729265865481093,0
0,0,1,0,1,2,0,2,0,2,2,0,0,37,1,0,1,68.1,0.08645048929250046,0
0,0,0,0,1,0,2,1,1,1,1,1,1,12,0,0,3,20.4,-0.8897429553616992,0
1,0,1,1,1,2,0,0,2,2,2,2,2,69,2,1,0,81.95,1.4639039334554313,0
0,0,0,0,1,0,0,2,2,2,0,0,0,35,0,0,2,60.55,-0.13266526524956826,0
1,0,0,0,1,0,0,0,2,0,2,0,2,5,0,1,0,65.6,-0.8574039141698465,0
1,0,1,1,1,2,1,0,0,0,0,2,0,58,2,0,0,82.5,1.1227116073201073,0
1,0,1,0,1,2,0,2,2,2,2,0,2,72,2,1,0,82.3,1.631180160848214,0
1,0,1,0,1,2,0,2,2,2,2,0,0,72,2,0,3,68.15,1.1141746298704163,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,1,20.3,-0.9984074280159053,0
0,0,0,0,1,0,1,2,0,2,2,2,0,39,1,1,2,95.55,0.6218755969382359,1
1,0,1,1,1,0,2,1,1,1,1,1,1,53,1,0,1,20.2,-0.5361091427105461,0
0,0,0,0,1,0,1,0,0,2,2,0,2,27,0,1,2,89.2,0.044250908255655814,0
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,69.65,-0.9766348266132051,1
0,1,0,0,1,0,1,0,0,0,0,2,2,1,0,1,2,89.3,-0.967965492923984,1
0,0,1,0,1,0,1,2,0,0,0,0,0,18,0,0,2,74.8,-0.37291389936994174,0
1,0,1,1,1,0,2,1,1,1,1,1,1,46,2,1,3,20.2,-0.6025960937011627,0
0,0,1,0,1,2,0,2,0,2,2,2,2,72,2,1,1,84.4,1.6823137880533396,0
0,0,0,0,1,0,1,0,0,2,2,0,2,36,0,1,2,87.55,0.3506556027678207,1
0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,2,25.15,-0.9632668464206658,0
0,0,0,0,1,0,2,1,1,1,1,1,1,25,2,0,1,19.8,-0.7977112501417747,0
0,0,1,1,0,1,0,0,2,0,0,2,2,40,0,1,2,50.85,-0.10886320150740655,0
1,0,1,0,1,2,1,0,2,2,0,2,2,63,0,1,2,102.4,1.8356705509222073,0
0,1,0,0,1,0,1,2,0,2,2,0,2,15,0,1,3,96.3,-0.3778993177255752,1
1,0,0,0,1,2,0,0,2,0,0,0,0,14,0,1,1,55.5,-0.6687300947196992,0
1,1,1,0,1,2,1,0,2,2,2,2,2,72,2,1,0,109.75,2.492356033350763,0
1,0,0,0,1,2,1,2,2,0,0,2,2,39,0,1,2,106.4,0.7753205973001236,0
0,0,1,1,0,1,0,2,2,2,0,2,2,47,2,1,1,60.0,0.21413014169253003,0
1,0,1,0,1,2,1,2,2,0,2,0,0,19,0,1,1,88.8,-0.26954367629693926,0
0,0,0,0,1,2,1,0,0,0,0,2,0,5,0,1,2,85.2,-0.7978877251278148,1
0,0,0,0,0,1,0,0,0,0,0,0,2,13,0,1,2,35.1,-0.8105498053761937,1
0,0,0,0,1,2,1,0,0,2,0,0,0,17,0,0,0,80.05,-0.4136796211452103,0
1,1,1,0,1,2,1,0,0,0,0,0,0,34,0,1,2,75.55,0.06269254429684883,0
0,0,0,0,1,0,0,0,2,0,0,0,0,42,0,1,2,49.55,-0.0905980404522538,0
1,0,1,0,1,2,1,0,2,0,0,0,0,5,0,1,2,81.3,-0.823697191836183,1
0,0,1,1,1,2,2,1,1,1,1,1,1,71,2,0,1,23.9,-0.27344818536307697,0
1,1,1,0,1,0,0,2,0,2,0,2,0,19,0,0,0,66.4,-0.4399743940651888,0
0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,2,19.6,-0.9915469629335957,1
1,0,0,0,1,0,2,1,1,1,1,1,1,57,2,0,1,18.8,-0.5245500311249182,0
1,0,1,0,1,2,1,0,2,2,2,2,2,72,2,1,2,108.4,2.398383103284397,0
0,0,0,0,1,0,1,0,2,0,0,0,2,6,0,1,3,85.95,-0.7803284640168225,0
0,0,1,1,1,2,1,0,0,0,0,0,2,17,0,1,2,85.45,-0.3669358092178326,1
1,0,1,0,1,2,0,0,2,2,0,2,2,61,2,0,0,80.9,1.1687936380498345,0
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,2,71.0,-0.9760392235353197,1
1,0,1,1,1,2,1,2,2,2,2,2,2,48,2,0,1,111.8,1.3943066108358575,0
1,0,0,0,1,0,2,1,1,1,1,1,1,16,0,1,1,20.6,-0.8616613732080645,0
1,1,0,0,1,2,1,0,0,0,0,0,2,9,0,1,2,85.05,-0.6780170908600607,1
0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,44.6,-0.9532298315896338,0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,44.4,-0.9877748101069879,1
1,0,0,0,1,2,1,0,2,2,0,2,2,65,2,0,1,105.1,1.9185255568680455,0
0,0,1,1,1,2,1,2,2,2,2,2,2,70,2,1,1,115.15,2.6324330535201113,0
1,0,1,0,1,0,0,2,0,0,0,2,0,60,1,1,3,59.8,0.5637712077845253,0
0,0,1,0,1,2,2,1,1,1,1,1,1,69,1,1,2,26.3,-0.22930737947979102,0
0,1,0,0,1,0,1,0,0,0,0,0,0,35,0,0,2,70.55,0.05986894452020681,0
0,0,0,0,1,0,2,1,1,1,1,1,1,22,0,1,3,20.05,-0.7999171874672761,0
1,0,1,1,1,2,0,0,2,2,0,2,2,66,2,0,0,79.85,1.3022307868694232,0
1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,2,70.3,-0.9763480547608898,1
0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,1,0,79.35,-0.9723553082017322,1
1,0,1,1,1,2,1,0,0,2,0,0,2,34,0,1,1,90.05,0.3589940458582166,0
0,0,1,1,1,2,2,1,1,1,1,1,1,72,2,0,0,24.45,-0.2533300369545029,0
1,0,1,1,0,1,0,2,0,2,2,2,2,31,1,0,2,59.95,-0.19169614807998964,0
1,0,0,1,1,2,2,1,1,1,1,1,1,30,1,0,0,25.35,-0.6882526400503879,0
0,0,0,0,1,0,1,0,0,0,0,2,2,9,0,1,0,90.8,-0.6501119836924661,1
1,0,1,1,1,0,1,0,0,0,0,0,0,20,0,1,2,70.45,-0.3583988317681415,1
1,1,1,0,0,1,0,0,2,2,0,0,0,19,0,1,1,34.3,-0.752732188074798,0
0,0,1,0,1,2,1,2,0,2,0,2,2,65,0,1,2,105.05,2.043425728237943,0
0,0,1,1,1,0,2,1,1,1,1,1,1,30,2,0,3,19.3,-0.7413716108484651,0
1,0,0,0,1,0,2,1,1,1,1,1,1,6,1,0,3,19.15,-0.9524798128989632,0
0,0,0,0,0,1,0,0,2,0,0,2,2,2,0,0,2,51.4,-0.9646565869357316,0
1,0,1,1,1,2,0,2,0,0,2,0,2,53,0,0,2,71.85,0.6814579641000328,0
1,1,1,0,1,2,1,0,0,0,0,0,0,7,0,1,2,75.4,-0.7721885552857218,0
0,0,1,1,1,0,0,2,0,0,0,0,0,61,1,1,0,49.7,0.2991690255906147,0
1,1,0,0,0,1,0,0,0,0,0,2,2,70,1,1,2,45.25,0.43287088688926334,1
0,0,0,0,1,2,0,2,0,2,0,2,2,13,0,1,2,78.75,-0.5682275901698487,0
1,1,1,0,1,2,1,0,0,2,0,0,0,35,1,1,0,81.6,0.23468947756620442,0
0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,1,70.4,-0.9390677139599137,0
0,0,0,0,1,2,1,0,0,0,0,0,0,3,0,1,2,75.8,-0.8986990609032355,1
0,0,0,0,1,2,1,0,0,0,0,0,0,3,0,0,2,76.1,-0.893713642547602,0
0,0,0,0,1,2,1,0,0,0,0,2,2,62,1,1,0,94.0,1.5326409405180597,0
1,0,1,1,1,2,1,2,2,2,2,0,2,72,2,0,1,103.95,2.3093514728271543,0
1,0,1,0,1,0,2,1,1,1,1,1,1,63,2,1,0,19.95,-0.46258525165157965,0
1,1,0,0,1,0,1,0,0,0,0,0,0,20,0,0,1,71.3,-0.3944659070400918,1
0,1,0,0,1,2,1,2,2,2,2,2,2,35,1,1,0,110.8,0.6851639388068754,0
1,1,1,0,1,0,1,0,0,0,0,0,0,21,0,1,2,69.1,-0.3567223194007604,1
1,0,1,0,1,2,1,2,2,0,0,0,2,62,1,0,2,96.1,1.6404009788688103,0
0,0,0,0,1,2,0,0,0,0,0,0,0,15,0,1,3,48.8,-0.689664439938709,0
0,0,0,0,1,0,0,2,0,0,0,0,0,55,0,1,1,50.55,0.24241025820545983,0
0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,3,44.65,-0.7990127531638206,0
0,0,1,1,1,2,1,0,0,2,0,2,0,17,0,0,2,88.25,-0.3629430626586747,1
0,0,0,0,1,0,2,1,1,1,1,1,1,61,1,0,0,19.45,-0.4177826645706432,0
0,0,1,0,1,2,0,2,2,2,2,2,2,71,2,0,1,89.3,1.81122876535565,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,70.0,-0.9398397920238393,1
1,0,0,0,1,0,2,1,1,1,1,1,1,35,2,0,3,19.25,-0.708282550965942,0
0,0,0,0,1,0,1,0,0,0,0,0,0,17,0,0,0,70.5,-0.49311542423652105,0
0,0,0,0,1,2,1,0,0,0,0,2,2,21,0,1,2,97.35,-0.07226670127733587,1
0,0,1,0,1,0,2,1,1,1,1,1,1,47,2,0,0,19.65,-0.6007872250942515,0
0,0,1,0,1,0,2,1,1,1,1,1,1,3,0,0,3,20.85,-0.9755980360702194,0
1,0,0,0,1,0,2,1,1,1,1,1,1,3,0,1,3,19.65,-0.9772083703178356,0
1,1,1,0,1,0,2,1,1,1,1,1,1,44,2,1,1,19.35,-0.6335674537512045,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,44.0,-0.9879512850930281,0
0,0,1,1,1,2,1,0,2,2,0,0,2,44,1,0,2,94.4,0.8876910446611725,0
1,0,1,1,1,2,2,1,1,1,1,1,1,5,0,1,0,25.9,-0.9478032257689,1
1,0,0,0,1,2,0,2,0,0,0,0,0,24,0,1,0,55.65,-0.38945842931120334,1
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,2,69.65,-0.9766348266132051,1
0,0,0,0,1,0,1,2,0,0,0,0,0,18,0,1,2,75.4,-0.39834835673297453,0
0,0,0,0,1,2,1,0,0,2,0,2,2,10,0,1,2,100.6,-0.5396165830580936,1
0,0,1,0,1,0,0,2,2,2,0,0,2,65,2,0,0,71.0,0.9277729258655354,0
0,1,0,0,1,0,1,0,2,0,0,0,2,1,0,1,2,86.0,-0.9694214115588151,1
0,0,0,0,1,2,1,2,0,2,0,2,2,53,1,1,1,106.95,1.5451265457803984,1
1,0,0,0,1,0,2,1,1,1,1,1,1,3,1,0,3,21.2,-0.9843997259989705,0
1,0,1,0,1,0,0,2,2,0,2,0,0,33,2,1,3,61.05,-0.1168707539989771,0
1,0,0,0,0,1,0,0,2,0,0,0,0,3,0,1,2,29.6,-0.9723111894552222,1
0,0,0,0,1,0,0,2,0,2,2,2,2,34,1,1,0,79.95,0.19588704001063229,0
0,0,1,1,1,0,2,1,1,1,1,1,1,14,2,1,3,19.7,-0.8910444583837451,0
0,0,0,0,1,0,2,1,1,1,1,1,1,13,0,1,3,20.3,-0.8858605056688165,0
1,1,1,0,0,1,0,0,2,2,2,2,2,46,1,1,0,59.9,0.2353071400173449,1
1,0,1,1,1,2,2,1,1,1,1,1,1,23,1,0,3,24.35,-0.7697840836009251,0
0,0,1,1,1,0,2,1,1,1,1,1,1,47,2,0,3,19.75,-0.5887207479237581,0
1,0,0,1,1,0,0,2,0,0,0,0,0,17,0,1,3,50.3,-0.6337659881104997,0
0,0,1,1,1,2,1,0,0,0,0,2,2,49,0,1,2,95.6,1.1030567057498886,1
1,1,1,0,0,1,0,0,2,0,0,2,2,59,0,1,2,50.25,0.3150738337074807,0
0,0,0,0,1,2,0,2,0,2,2,2,2,69,2,1,1,85.35,1.594495423125123,0
1,0,0,0,0,1,0,0,0,2,0,2,0,11,1,1,2,41.6,-0.7997407124812361,1
1,0,0,0,1,0,0,2,0,0,0,0,0,10,0,1,3,51.65,-0.7759607081123294,0
1,0,1,1,1,2,2,1,1,1,1,1,1,12,2,1,0,24.0,-0.8883973335931432,0
1,0,0,0,1,2,1,0,2,0,0,2,2,45,0,1,1,100.85,1.083865051018025,1
0,0,1,1,1,0,0,0,0,2,0,2,0,39,0,1,3,59.85,0.02567691597493283,0
1,1,1,0,1,2,2,1,1,1,1,1,1,71,2,0,1,25.45,-0.21779238664067288,0
1,0,1,1,1,2,2,1,1,1,1,1,1,71,2,0,1,23.9,-0.2898162403182984,0
0,0,1,1,1,2,2,1,1,1,1,1,1,33,1,0,1,24.15,-0.6542812052376641,0
1,1,0,0,1,2,1,0,0,0,0,0,0,67,0,1,3,75.7,1.2254200491954594,0
1,0,1,1,0,1,0,2,2,2,0,0,0,37,0,0,0,40.2,-0.36817113412011343,1
1,0,1,1,1,2,1,0,0,0,0,2,0,49,0,0,2,84.5,0.86982295232461,1
0,0,1,0,1,0,0,0,2,0,0,0,0,9,0,0,3,50.85,-0.8015054623416373,0
1,0,1,0,1,2,1,2,0,2,2,0,0,52,2,1,1,91.6,1.0343638174337704,0
0,0,0,0,1,2,1,0,2,0,0,2,2,70,1,0,2,98.9,2.0097410652775345,0
1,0,0,0,1,0,1,0,2,0,0,0,2,1,0,1,2,85.0,-0.9698625990239154,0
0,1,0,0,1,2,1,0,2,0,0,0,0,14,0,1,2,78.95,-0.5212411251366658,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,44.3,-0.9878189288534979,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,20.2,-0.9984515467624155,1
0,0,0,0,1,2,1,0,2,0,0,0,0,52,1,1,3,80.2,0.8886837164576483,0
1,0,0,0,1,0,0,0,0,2,0,2,0,6,0,0,3,60.9,-0.8246678042594036,0
1,0,1,0,0,1,0,2,2,0,0,0,0,7,0,0,3,34.2,-0.8941548300127024,0
0,1,0,0,1,2,1,0,2,2,0,0,0,47,0,1,0,85.2,0.7438639310384715,1
0,0,0,0,1,0,1,2,0,2,2,0,0,26,1,1,1,87.15,-0.004059119172828066,0
1,0,1,1,1,0,0,2,0,0,2,0,0,25,0,0,2,54.3,-0.4352316288153604,0
1,0,0,0,1,0,2,1,1,1,1,1,1,69,2,1,3,19.1,-0.44756281846491414,0
0,0,0,0,1,2,1,2,2,2,2,2,2,72,2,1,1,112.75,2.6071088930233537,0
1,0,0,0,1,0,2,1,1,1,1,1,1,4,0,1,3,19.95,-0.9812231762502484,0
1,0,1,1,1,0,2,1,1,1,1,1,1,59,2,0,3,19.5,-0.5009465017420516,0
1,0,0,0,1,0,0,2,0,2,0,0,2,67,2,0,0,65.55,0.916897654850813,0
0,1,0,0,1,0,1,0,0,0,0,0,2,26,0,1,2,78.8,-0.12229735981971099,0
0,0,0,0,1,0,0,0,2,2,2,2,2,27,1,0,3,78.2,-0.0901568529871535,0
1,0,1,1,1,2,1,2,0,2,0,2,2,72,2,0,0,105.25,2.349962778989638,0
0,0,0,0,1,0,1,0,0,2,2,0,2,6,0,1,2,89.25,-0.792483178680336,0
1,0,1,1,1,0,2,1,1,1,1,1,1,62,2,0,1,20.65,-0.46979866670596965,0
1,0,0,0,1,2,0,0,2,0,2,2,0,20,1,1,2,68.7,-0.38255384548238347,0
1,0,0,0,1,0,0,2,0,2,2,2,2,6,0,0,1,78.65,-0.7941376316744622,0
1,0,0,0,1,2,2,1,1,1,1,1,1,51,2,0,3,24.75,-0.4626734891445997,0
0,0,1,1,1,0,2,1,1,1,1,1,1,61,2,0,1,19.75,-0.4287020543318759,0
1,1,1,0,1,2,1,2,2,2,0,0,0,62,0,1,2,89.1,1.4713600016156267,0
0,0,0,0,1,2,1,2,0,0,2,0,0,72,2,1,0,84.7,1.721447116207737,0
1,1,1,0,1,0,1,0,2,2,0,2,2,13,0,1,2,98.0,-0.4612396298830237,1
1,0,1,0,1,0,1,0,0,2,0,2,2,5,0,1,2,94.45,-0.7876080571909776,1
1,1,0,0,1,2,1,0,2,2,0,2,2,3,0,1,2,105.0,-0.8774558844586555,1
0,1,1,0,1,2,1,0,2,2,0,0,2,26,0,1,2,93.85,0.0433464739522003,1
1,1,0,0,1,0,0,0,2,0,0,2,0,13,0,1,2,59.9,-0.6595533954456128,0
0,0,1,1,1,0,2,1,1,1,1,1,1,38,2,1,3,19.95,-0.6736493349555676,0
0,1,1,0,1,2,1,0,0,0,0,0,2,8,0,1,2,84.0,-0.7367391424649119,1
1,1,1,1,1,2,1,0,2,2,2,2,2,34,0,1,2,108.9,0.5920292649241999,0
1,0,0,0,0,1,0,2,0,2,0,0,0,18,0,0,3,33.6,-0.7645560121394864,0
1,0,1,1,1,0,1,0,2,2,2,0,0,56,1,1,3,85.85,1.1076009366404218,0
0,0,0,0,0,1,0,0,2,0,2,0,0,36,0,1,0,34.85,-0.44829077778232956,0
0,0,1,0,0,1,0,0,0,2,0,2,2,9,0,1,2,48.75,-0.8122704364900849,1
1,0,0,0,1,0,1,0,0,2,0,2,0,1,0,1,2,84.85,-0.9699287771436805,1
1,0,0,0,1,0,0,2,0,0,2,0,0,12,0,0,3,56.65,-0.7184519220365041,1
0,1,1,1,1,0,1,0,2,2,2,2,0,57,0,1,1,95.3,1.448925619015276,0
0,0,0,0,1,0,0,2,2,2,2,0,2,42,1,0,1,73.9,0.38703150926534136,1
0,0,1,1,1,2,2,1,1,1,1,1,1,33,2,1,3,24.5,-0.6807524531436826,1
1,0,1,0,1,0,1,2,2,0,2,0,0,70,2,0,0,84.6,1.5101403797979438,0
0,0,0,0,0,1,0,0,2,0,2,0,2,68,0,0,2,44.95,0.35385421188979793,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,24.7,-0.9964662031694641,0
0,0,0,0,1,2,1,0,0,0,2,2,2,37,0,0,1,100.3,0.5550577553487942,0
0,0,0,1,1,2,2,1,1,1,1,1,1,4,0,1,3,25.45,-0.9702155489959957,0
1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,3,50.7,-0.984995329076856,0
1,0,0,0,0,1,0,2,2,2,2,2,0,20,0,1,1,55.0,-0.49313748360977605,0
1,0,1,1,1,0,0,2,2,0,2,2,0,72,2,0,0,68.4,1.1347560251173459,0
0,0,0,0,1,2,1,0,0,2,0,0,2,31,0,1,2,89.9,0.23100556223261687,1
1,1,1,0,1,0,1,0,0,0,0,0,2,18,0,0,2,78.55,-0.37970818633248643,1
1,0,1,0,1,0,0,0,0,0,0,2,0,11,0,1,0,55.05,-0.7390553766566885,0
0,0,1,1,1,0,2,1,1,1,1,1,1,33,2,0,1,19.8,-0.7244079528153583,0
0,1,0,0,1,2,1,0,0,0,0,2,0,62,1,0,2,84.45,1.1805512839947576,0
0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,3,35.9,-0.9915249035603405,0
1,0,1,0,1,0,1,2,2,0,0,0,0,16,0,0,0,80.75,-0.42442253592040285,0
1,0,1,1,1,2,0,0,0,2,2,2,2,22,1,1,3,78.65,-0.2733378884968019,0
0,0,1,1,1,0,0,2,0,2,2,0,0,49,0,0,0,61.75,0.3268535390256591,0
1,0,1,1,1,0,0,2,0,2,0,0,2,36,1,1,1,63.7,-0.041824766185414516,0
1,0,1,0,1,2,1,0,2,2,2,0,2,42,0,1,2,99.45,0.8182922564008939,1
1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,25.2,-0.96214181838466,1
0,0,0,0,1,2,0,0,0,0,2,2,2,12,1,0,3,74.05,-0.6223612921376567,1
0,0,0,0,1,0,1,2,0,2,2,0,0,31,0,0,2,87.6,0.19454141824207627,0
1,0,1,0,1,2,1,2,0,0,0,0,2,5,0,1,2,89.15,-0.8250428136047389,0
1,0,1,1,1,0,2,1,1,1,1,1,1,66,2,0,1,20.0,-0.40108371901659645,0
0,1,0,0,1,2,0,0,0,0,2,0,0,15,0,0,1,55.0,-0.6733405037299974,1
1,0,0,0,1,2,1,0,2,2,0,2,2,64,2,1,0,104.4,1.945349754746144,0
1,0,1,1,1,0,2,1,1,1,1,1,1,10,0,1,1,20.05,-0.9109640724330241,0
1,0,1,1,1,0,1,0,2,0,2,2,0,7,0,1,2,89.75,-0.7387686048043733,1
1,0,0,0,0,1,0,0,2,0,2,0,0,29,0,0,2,34.3,-0.5640804279979058,0
1,0,0,0,1,0,2,1,1,1,1,1,1,57,2,0,0,20.65,-0.5107629228405335,0
0,0,0,0,1,2,1,2,2,0,0,0,0,46,0,0,3,84.25,0.6901493571625088,0
1,0,0,0,1,0,2,1,1,1,1,1,1,53,2,0,0,19.65,-0.575882192689339,0
0,0,0,0,1,0,0,2,2,0,2,2,2,17,1,0,1,79.85,-0.3952821038505275,0
0,0,1,1,1,0,2,1,1,1,1,1,1,38,2,1,3,20.2,-0.6782156252193559,0
1,0,0,0,1,0,2,1,1,1,1,1,1,15,1,0,3,19.8,-0.8729778316878875,0
0,0,0,0,0,1,0,0,2,0,0,2,2,22,0,1,2,50.35,-0.5225646875319667,0
1,0,1,0,1,2,1,0,0,0,0,0,2,14,0,1,2,85.15,-0.5047627733151692,1
0,0,1,0,1,2,0,0,2,2,2,2,0,57,1,0,0,74.6,0.9201624420925552,0
1,1,0,0,1,0,1,0,0,0,0,0,2,11,0,1,1,79.15,-0.6421926686939156,0
0,0,1,1,1,0,2,1,1,1,1,1,1,1,2,0,3,20.35,-0.9983853686426505,0
1,0,1,1,1,0,2,1,1,1,1,1,1,12,2,0,0,21.05,-0.8917503583279056,0
1,1,1,0,1,2,1,0,0,0,0,2,2,3,0,1,2,94.6,-0.8840295776886502,1
1,0,0,1,1,0,1,0,2,0,0,2,2,36,0,1,2,94.7,0.5423074376073952,0
1,0,0,0,1,0,1,2,0,0,0,2,2,16,0,1,2,94.25,-0.35297222594740774,1
1,0,1,1,1,2,0,2,2,2,0,0,2,65,1,0,1,72.45,1.0458567508996335,1
1,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,2,74.95,-0.9404133357284697,0
0,0,0,0,1,2,1,2,0,2,0,2,2,42,0,1,2,105.2,0.934192203482745,1
